index,PRODUCT_NAME,BRAND,CATEGORY,PRICE_CURRENT,DEDUCED_TYPE
270181,Egg Makers 32 oz,Great Value,Dairy & Eggs,4.14,http://dbpedia.org/resource/Dairy
270198,Fresh Strawberries,Produce Unbranded,Fresh Food,3.58,http://dbpedia.org/resource/DJ_Fresh
270215,Bulk Kiwi,PRODUCE UNBRANDED,Fresh Food,0.43,http://dbpedia.org/resource/DJ_Fresh
270232,Gala Apples,PRODUCE UNBRANDED,Fresh Food,0.84,http://dbpedia.org/resource/DJ_Fresh
270249,Cage Free Large AA White Eggs,Great Value,Dairy & Eggs,3.74,http://dbpedia.org/resource/Dairy
270266,EB 12 Xlarge Cage Free White AA Egg,Eggland's Best,Dairy & Eggs,3.82,http://dbpedia.org/resource/Dairy
270283,Bartlett Pears,PRODUCE UNBRANDED,Fresh Food,4.97,http://dbpedia.org/resource/DJ_Fresh
270300,Rambutan Clam 12 oz,HLB Specialties,Fresh Food,4.98,http://dbpedia.org/resource/DJ_Fresh
270317,Navel Oranges,PRODUCE UNBRANDED,Fresh Food,8.98,http://dbpedia.org/resource/DJ_Fresh
270334,Plums,PRODUCE UNBRANDED,Fresh Food,0.73,http://dbpedia.org/resource/DJ_Fresh
270351,Bartlett Pears,PRODUCE UNBRANDED,Fresh Food,1.48,http://dbpedia.org/resource/DJ_Fresh
270368,Zespri SunGold Fresh Kiwi Fruit,PRODUCE UNBRANDED,Fresh Food,7.98,http://dbpedia.org/resource/DJ_Fresh
270385,All Natural Mandarin Oranges in Light Syrup,Dole,Fresh Food,1.92,http://dbpedia.org/resource/DJ_Fresh
270402,White Peach,PRODUCE UNBRANDED,Fresh Food,1.18,http://dbpedia.org/resource/DJ_Fresh
270419,Watermelon Chunks 42 oz (2lb 10oz),Marketside,Fresh Food,8.97,http://dbpedia.org/resource/DJ_Fresh
270436,Asian Pears,PRODUCE UNBRANDED,Fresh Food,1.98,http://dbpedia.org/resource/DJ_Fresh
270453,Bosc Pears,PRODUCE UNBRANDED,Fresh Food,4.97,http://dbpedia.org/resource/DJ_Fresh
270470,Strawberry Blueberry Blend,Marketside,Fresh Food,5.48,http://dbpedia.org/resource/DJ_Fresh
270487,1# Bag Keylimes,PRODUCE UNBRANDED,Fresh Food,2.98,http://dbpedia.org/resource/DJ_Fresh
270504,Bartlett Pears,PRODUCE UNBRANDED,Fresh Food,1.48,http://dbpedia.org/resource/DJ_Fresh
270521,Freshness Guaranteed Granny Smith Apples,PRODUCE UNBRANDED,Fresh Food,4.18,http://dbpedia.org/resource/DJ_Fresh
270538,Plantains,PRODUCE UNBRANDED,Fresh Food,0.5,http://dbpedia.org/resource/DJ_Fresh
270555,Fruit Bowls Mandarins in Orange Gel,Dole,Fresh Food,2.98,http://dbpedia.org/resource/DJ_Fresh
270572,Freshness Guaranteed Pineapple,Marketside,Fresh Food,7.97,http://dbpedia.org/resource/DJ_Fresh
270589,Hass Avocados,PRODUCE UNBRANDED,Fresh Food,0.88,http://dbpedia.org/resource/DJ_Fresh
270606,Navel Oranges,PRODUCE UNBRANDED,Fresh Food,0.93,http://dbpedia.org/resource/DJ_Fresh
270623,Bartlett Pears,PRODUCE UNBRANDED,Fresh Food,4.97,http://dbpedia.org/resource/DJ_Fresh
270640,Organic Bananas,Marketside,Fresh Food,1.49,http://dbpedia.org/resource/DJ_Fresh
270657,Freshness Guaranteed Cut Watermelon,Marketside,Fresh Food,4.48,http://dbpedia.org/resource/DJ_Fresh
270674,Cantaloupe Chunks,Freshness Guaranteed,Fresh Food,3.97,http://dbpedia.org/resource/DJ_Fresh
270691,Red Delicious Apples,PRODUCE UNBRANDED,Fresh Food,1.01,http://dbpedia.org/resource/DJ_Fresh
270708,Caramel Apple W/sprinkles,Daffy Apple,Fresh Food,1.48,http://dbpedia.org/resource/DJ_Fresh
270725,Guacamole,Freshness Guaranteed,Fresh Food,3.14,http://dbpedia.org/resource/DJ_Fresh
270742,Organic Anjou Pears,PRODUCE UNBRANDED,Fresh Food,5.76,http://dbpedia.org/resource/DJ_Fresh
270759,Lemons,PRODUCE UNBRANDED,Fresh Food,3.98,http://dbpedia.org/resource/DJ_Fresh
270776,Red Pears,PRODUCE UNBRANDED,Fresh Food,0.93,http://dbpedia.org/resource/DJ_Fresh
270793,Large Bagged Avocados,PRODUCE UNBRANDED,Fresh Food,3.98,http://dbpedia.org/resource/DJ_Fresh
270810,Yellow Onions,PRODUCE UNBRANDED,Fresh Food,0.78,http://dbpedia.org/resource/DJ_Fresh
270827,Sugar Snap Peas,Marketside,Fresh Food,2.78,http://dbpedia.org/resource/DJ_Fresh
270844,Brussels Sprouts,PRODUCE UNBRANDED,Fresh Food,2.98,http://dbpedia.org/resource/DJ_Fresh
270861,Broccoli Slaw,Marketside,Fresh Food,2.78,http://dbpedia.org/resource/DJ_Fresh
270878,Jicama,PRODUCE UNBRANDED,Fresh Food,1.15,http://dbpedia.org/resource/DJ_Fresh
270895,Organic Bagged Avocados,PRODUCE UNBRANDED,Fresh Food,2.96,http://dbpedia.org/resource/DJ_Fresh
270912,Spice World Peeled Garlic,Christopher Ranch,Fresh Food,2.98,http://dbpedia.org/resource/DJ_Fresh
270929,Sweet Petite Carrots 12 Oz Bag,Grimmway Farms,Fresh Food,1.77,http://dbpedia.org/resource/DJ_Fresh
270946,Premium Grape Tomato,Produce Unbranded,Fresh Food,3.28,http://dbpedia.org/resource/DJ_Fresh
270963,Limes,PRODUCE UNBRANDED,Fresh Food,0.38,http://dbpedia.org/resource/DJ_Fresh
270980,Freshness Guaranteed Watermelon,Del Monte,Fresh Food,3.24,http://dbpedia.org/resource/DJ_Fresh
270997,Jicama,PRODUCE UNBRANDED,Fresh Food,1.33,http://dbpedia.org/resource/DJ_Fresh
271014,Organic Shredded Carrots,FIELDPACK UNBRANDED,Fresh Food,1.96,http://dbpedia.org/resource/DJ_Fresh
271031,White Potatoes,PRODUCE UNBRANDED,Fresh Food,6.68,http://dbpedia.org/resource/DJ_Fresh
271048,Marketside Organic Red Potatoes,Top Brass,Fresh Food,5.17,http://dbpedia.org/resource/DJ_Fresh
271065,Organic Garlic Sleeve,Spice World,Fresh Food,2.67,http://dbpedia.org/resource/DJ_Fresh
271082,Bosc Pears,PRODUCE UNBRANDED,Fresh Food,1.05,http://dbpedia.org/resource/DJ_Fresh
271099,Red Grapefruit,PRODUCE UNBRANDED,Fresh Food,5.92,http://dbpedia.org/resource/DJ_Fresh
271116,Fresh Zucchini Squash,PRODUCE UNBRANDED,Fresh Food,0.81,http://dbpedia.org/resource/DJ_Fresh
271133,Sugar Snap Peas,Marketside,Fresh Food,2.78,http://dbpedia.org/resource/DJ_Fresh
271150,Asian Pears,PRODUCE UNBRANDED,Fresh Food,1.98,http://dbpedia.org/resource/DJ_Fresh
271167,Freshness Guaranteed Pineapple,Marketside,Fresh Food,7.97,http://dbpedia.org/resource/DJ_Fresh
271184,Yellow Peaches,PRODUCE UNBRANDED,Fresh Food,1.04,http://dbpedia.org/resource/DJ_Fresh
271201,Watermelon Seedless,PRODUCE UNBRANDED,Fresh Food,5.98,http://dbpedia.org/resource/DJ_Fresh
271218,Fresh Raspberries,Produce Unbranded,Fresh Food,2.98,http://dbpedia.org/resource/DJ_Fresh
271235,Red Pears,PRODUCE UNBRANDED,Fresh Food,1.07,http://dbpedia.org/resource/DJ_Fresh
271252,Cosmic Apples 3 Lb Bag,Fresh Produce,Fresh Food,6.48,http://dbpedia.org/resource/DJ_Fresh
271269,Lime Juice,Concord Foods,Fresh Food,0.92,http://dbpedia.org/resource/DJ_Fresh
271286,Guacamole,Freshness Guaranteed,Fresh Food,3.14,http://dbpedia.org/resource/DJ_Fresh
271303,Plums,PRODUCE UNBRANDED,Fresh Food,0.77,http://dbpedia.org/resource/DJ_Fresh
271320,Red Grapefruit,PRODUCE UNBRANDED,Fresh Food,0.98,http://dbpedia.org/resource/DJ_Fresh
271337,Kiwi,PRODUCE UNBRANDED,Fresh Food,4.48,http://dbpedia.org/resource/DJ_Fresh
271354,Seasonal Fruit Blend,Marketside,Fresh Food,3.47,http://dbpedia.org/resource/DJ_Fresh
271371,Fruit Bowls Mandarins in Orange Gel,Dole,Fresh Food,2.98,http://dbpedia.org/resource/DJ_Fresh
271388,Premium Romaine Salad,Marketside,Fresh Food,2.58,http://dbpedia.org/resource/DJ_Fresh
271405,Organic Baby Peeled Carrots,Marketside,Fresh Food,1.56,http://dbpedia.org/resource/DJ_Fresh
271422,Marketside Sweet Potato Cubes,Freshness Guaranteed,Fresh Food,2.98,http://dbpedia.org/resource/DJ_Fresh
271439,Sliced Baby Bella Mushrooms,PRODUCE UNBRANDED,Fresh Food,5.16,http://dbpedia.org/resource/DJ_Fresh
271456,Shallots,Frieda's,Fresh Food,1.88,http://dbpedia.org/resource/DJ_Fresh
271473,Red Globe Seeded Grapes,PRODUCE UNBRANDED,Fresh Food,4.46,http://dbpedia.org/resource/DJ_Fresh
271490,Yellow Nectarines,PRODUCE UNBRANDED,Fresh Food,0.89,http://dbpedia.org/resource/DJ_Fresh
271507,Fresh Blackberries,PRODUCE UNBRANDED,Fresh Food,4.98,http://dbpedia.org/resource/DJ_Fresh
271524,Freshness Guaranteed Fuji Apples,PRODUCE UNBRANDED,Fresh Food,4.88,http://dbpedia.org/resource/DJ_Fresh
271541,Papaya,PRODUCE UNBRANDED,Fresh Food,3.19,http://dbpedia.org/resource/DJ_Fresh
271558,Turnip Root,PRODUCE UNBRANDED,Fresh Food,2.48,http://dbpedia.org/resource/DJ_Fresh
271575,Cherry on the Vine Tomato,Fresh Produce,Fresh Food,3.98,http://dbpedia.org/resource/DJ_Fresh
271592,48-Hour 4-Person Emergency Food Supply,Augason Farms,Emergency & Institutional food,25.42,http://dbpedia.org/resource/Emergency
271609,Freshness Guaranteed  Apples,Jazz,Fresh Food,4.97,http://dbpedia.org/resource/DJ_Fresh
271626,All Natural Mandarin Oranges in Light Syrup,Dole,Fresh Food,1.92,http://dbpedia.org/resource/DJ_Fresh
271643,Yellow Onions,PRODUCE UNBRANDED,Fresh Food,0.67,http://dbpedia.org/resource/DJ_Fresh
271660,Sugar Snap Peas,Marketside,Fresh Food,2.78,http://dbpedia.org/resource/DJ_Fresh
271677,Fresh Ginger Root,PRODUCE UNBRANDED,Fresh Food,0.9,http://dbpedia.org/resource/DJ_Fresh
271694,Fresh Kale Greens,PRODUCE UNBRANDED,Fresh Food,1.48,http://dbpedia.org/resource/DJ_Fresh
271711,Bagged Radish,PRODUCE UNBRANDED,Fresh Food,1.78,http://dbpedia.org/resource/DJ_Fresh
271728,Yellow Potatoes,Green Giant,Fresh Food,5.98,http://dbpedia.org/resource/DJ_Fresh
271745,Kale Greens,FIELDPACK UNBRANDED,Fresh Food,3.28,http://dbpedia.org/resource/DJ_Fresh
271762,Fresh Butternut Squash,PRODUCE UNBRANDED,Fresh Food,4.13,http://dbpedia.org/resource/DJ_Fresh
271779,Napa Cabbage,PRODUCE UNBRANDED,Fresh Food,3.97,http://dbpedia.org/resource/DJ_Fresh
271796,Vegetable Tray with Buttermilk Ranch Dip,Marketside,Fresh Food,10.97,http://dbpedia.org/resource/DJ_Fresh
271813,Spice World Fresh Garlic,PRODUCE UNBRANDED,Fresh Food,5.68,http://dbpedia.org/resource/DJ_Fresh
271830,Roma Tomato,PRODUCE UNBRANDED,Fresh Food,0.35,http://dbpedia.org/resource/DJ_Fresh
271847,Tomato on the Vine,PRODUCE UNBRANDED,Fresh Food,1.98,http://dbpedia.org/resource/DJ_Fresh
271864,Radish Bunch,FIELDPACK UNBRANDED,Fresh Food,1.28,http://dbpedia.org/resource/DJ_Fresh
271881,White Onions,PRODUCE UNBRANDED,Fresh Food,0.94,http://dbpedia.org/resource/DJ_Fresh
271898,Gemstone Medley Baby Potatoes,Melissa's,Fresh Food,4.97,http://dbpedia.org/resource/DJ_Fresh
271915,Broccoli Bunch,PRODUCE UNBRANDED,Fresh Food,2.97,http://dbpedia.org/resource/DJ_Fresh
271932,Fresh Acorn Squash,PRODUCE UNBRANDED,Fresh Food,1.77,http://dbpedia.org/resource/DJ_Fresh
271949,Organic Roma Tomato,Brighthouse Organics,Fresh Food,2.46,http://dbpedia.org/resource/DJ_Fresh
271966,Organic Sweet Potatoes 3 Lb Bag,PRODUCE UNBRANDED,Fresh Food,5.47,http://dbpedia.org/resource/DJ_Fresh
271983,Organic Cherry Tomato,WHOLESUM,Fresh Food,3.26,http://dbpedia.org/resource/DJ_Fresh
272000,Organic Asparagus,PRODUCE UNBRANDED,Fresh Food,5.96,http://dbpedia.org/resource/DJ_Fresh
272017,Parsnips,For You,Fresh Food,3.48,http://dbpedia.org/resource/DJ_Fresh
272034,Pie Pumpkin,PRODUCE UNBRANDED,Fresh Food,2.98,http://dbpedia.org/resource/DJ_Fresh
272051,Elephant Garlic,Spice World,Fresh Food,4.98,http://dbpedia.org/resource/DJ_Fresh
272068,Green Onions,PRODUCE UNBRANDED,Fresh Food,0.88,http://dbpedia.org/resource/DJ_Fresh
272085,Slicing Tomato,PRODUCE UNBRANDED,Fresh Food,1.0,http://dbpedia.org/resource/DJ_Fresh
272102,Sweet Onions,PRODUCE UNBRANDED,Fresh Food,1.19,http://dbpedia.org/resource/DJ_Fresh
272119,Organic Romaine Lettuce Hearts,Earthbound Farm,Fresh Food,3.46,http://dbpedia.org/resource/DJ_Fresh
272136,Baby Carrots,Bolthouse Farms,Fresh Food,1.92,http://dbpedia.org/resource/DJ_Fresh
272153,White Onions,PRODUCE UNBRANDED,Fresh Food,1.1,http://dbpedia.org/resource/DJ_Fresh
272170,Broccoli Slaw,Marketside,Fresh Food,2.78,http://dbpedia.org/resource/DJ_Fresh
272187,Garlic & Four Cheese Stuffed Baby Bella Mushrooms,Marketside,Fresh Food,4.97,http://dbpedia.org/resource/DJ_Fresh
272204,Sweet Petite Carrots 12 Oz Bag,Grimmway Farms,Fresh Food,1.77,http://dbpedia.org/resource/DJ_Fresh
272221,Crunch Lettuce 12oz,PRODUCE UNBRANDED,Fresh Food,2.97,http://dbpedia.org/resource/DJ_Fresh
272238,Baby Yellow Potatoes,Melissa's,Fresh Food,3.67,http://dbpedia.org/resource/DJ_Fresh
272255,Cauliflower Florets,Marketside,Fresh Food,2.78,http://dbpedia.org/resource/DJ_Fresh
272272,100% Whole Wheat English Muffin,Thomas',Breakfast Breads,3.27,http://dbpedia.org/resource/Breakfast
272289,Fresh Organic Zucchini Squash,Marketside,Fresh Food,2.96,http://dbpedia.org/resource/DJ_Fresh
272306,Microwave Ready Garlic Parsley Potatoes,The Little Potato Company,Fresh Food,4.98,http://dbpedia.org/resource/DJ_Fresh
272323,Parsnips,For You,Fresh Food,3.48,http://dbpedia.org/resource/DJ_Fresh
272340,English Muffins,Aunt Millie's,Breakfast Breads,2.68,http://dbpedia.org/resource/Breakfast
272357,Fresh Mustard Greens,PRODUCE UNBRANDED,Fresh Food,2.98,http://dbpedia.org/resource/DJ_Fresh
272374,Marketside Organic Red Potatoes,Top Brass,Fresh Food,6.28,http://dbpedia.org/resource/DJ_Fresh
272391,Original Fork Split English Muffins,Great Value,Breakfast Breads,1.42,http://dbpedia.org/resource/Breakfast
272408,100% Whole Wheat English Muffins,Oroweat,Breakfast Breads,2.5,http://dbpedia.org/resource/Breakfast
272425,Green Cabbage,PRODUCE UNBRANDED,Fresh Food,2.04,http://dbpedia.org/resource/DJ_Fresh
272442,Garlic,V.I.P.,Fresh Food,0.44,http://dbpedia.org/resource/DJ_Fresh
272459,Food for Life  Sprouted Whole Grain English Muffins,Ezekiel 4:9,Breakfast Breads,5.32,http://dbpedia.org/resource/Breakfast
272476,Blueberry Flavored Mini Muffins,Tastykake,Breakfast Breads,3.68,http://dbpedia.org/resource/Breakfast
272493,Celery Hearts,PRODUCE UNBRANDED,Fresh Food,2.47,http://dbpedia.org/resource/DJ_Fresh
272510,Celery Sticks,Dandy,Fresh Food,2.84,http://dbpedia.org/resource/DJ_Fresh
272527,Rockin' Grains English Muffins,Dave's Killer Bread,Breakfast Breads,4.88,http://dbpedia.org/resource/Breakfast
272544,Carrot Chips,Bolthouse Farms,Fresh Food,1.77,http://dbpedia.org/resource/DJ_Fresh
272561,Red Onions,PRODUCE UNBRANDED,Fresh Food,3.18,http://dbpedia.org/resource/DJ_Fresh
272578,Sourdough English Muffins,Bays,Breakfast Breads,3.24,http://dbpedia.org/resource/Breakfast
272595,Swirl Cinnamon Breakfast Bread,Pepperidge Farm,Breakfast Breads,3.34,http://dbpedia.org/resource/Breakfast
272612,Vegetable Medley,Marketside,Fresh Food,5.98,http://dbpedia.org/resource/DJ_Fresh
272629,Organic Cherry Tomato,WHOLESUM,Fresh Food,2.26,http://dbpedia.org/resource/DJ_Fresh
272646,Jicama,PRODUCE UNBRANDED,Fresh Food,1.33,http://dbpedia.org/resource/DJ_Fresh
272663,Organic Shredded Carrots,FIELDPACK UNBRANDED,Fresh Food,1.96,http://dbpedia.org/resource/DJ_Fresh
272680,Original English Muffins,Bays,Breakfast Breads,3.24,http://dbpedia.org/resource/Breakfast
272697,Killer Classic English Muffins,Dave's Killer Bread,Breakfast Breads,4.88,http://dbpedia.org/resource/Breakfast
272714,Organic Celery Hearts,PRODUCE UNBRANDED,Fresh Food,2.76,http://dbpedia.org/resource/DJ_Fresh
272731,Fresh Anaheim Peppers,Fresh Produce,Fresh Food,2.68,http://dbpedia.org/resource/DJ_Fresh
272748,Yam (Name) Root,Melissa's,Fresh Food,1.98,http://dbpedia.org/resource/DJ_Fresh
272765,Double Fiber English Muffins,Oroweat,Breakfast Breads,2.5,http://dbpedia.org/resource/Breakfast
272782,Grape Tomato,World Acc,Fresh Food,3.44,http://dbpedia.org/resource/DJ_Fresh
272799,Sweet Onions,Vidalia,Fresh Food,3.0,http://dbpedia.org/resource/DJ_Fresh
272816,Food for Life  Sprouted Whole Grain English Muffins,Ezekiel 4:9,Breakfast Breads,7.18,http://dbpedia.org/resource/Breakfast
272833,Killer Classic English Muffins,Dave's Killer Bread,Breakfast Breads,4.88,http://dbpedia.org/resource/Breakfast
272850,Asparagus,PRODUCE UNBRANDED,Fresh Food,3.47,http://dbpedia.org/resource/DJ_Fresh
272867,Fresh Yellow Squash,PRODUCE UNBRANDED,Fresh Food,0.89,http://dbpedia.org/resource/DJ_Fresh
272884,100% Whole Wheat English Muffins,Oroweat,Breakfast Breads,2.5,http://dbpedia.org/resource/Breakfast
272901,Radish Bunch,FIELDPACK UNBRANDED,Fresh Food,1.28,http://dbpedia.org/resource/DJ_Fresh
272918,Fresh Kale Greens,PRODUCE UNBRANDED,Fresh Food,1.67,http://dbpedia.org/resource/DJ_Fresh
272935,Whole Brown Mushrooms,C&M Mushrooms,Fresh Food,2.46,http://dbpedia.org/resource/DJ_Fresh
272952,Thomas' Limited Edition Maple French Toast English Muffins,Thomas & Friends,Breakfast Breads,3.27,http://dbpedia.org/resource/Breakfast
272969,Carrot Whole 5#,PRODUCE UNBRANDED,Fresh Food,3.88,http://dbpedia.org/resource/DJ_Fresh
272986,Vegetable Medley,Marketside,Fresh Food,2.78,http://dbpedia.org/resource/DJ_Fresh
273003,Blueberry Flavored Mini Muffins,Tastykake,Breakfast Breads,3.68,http://dbpedia.org/resource/Breakfast
273020,Organic Whole Carrots 2 Lb Bag,PRODUCE UNBRANDED,Fresh Food,1.96,http://dbpedia.org/resource/DJ_Fresh
273037,Microwave Ready Garlic Parsley Potatoes,The Little Potato Company,Fresh Food,5.28,http://dbpedia.org/resource/DJ_Fresh
273054,Parsnips,For You,Fresh Food,3.48,http://dbpedia.org/resource/DJ_Fresh
273071,Microwave-Ready Sweet Potato,Fifth Generation,Fresh Food,1.48,http://dbpedia.org/resource/DJ_Fresh
273088,Rutabagas,FIELDPACK UNBRANDED,Fresh Food,2.98,http://dbpedia.org/resource/DJ_Fresh
273105,Rutabagas,FIELDPACK UNBRANDED,Fresh Food,2.98,http://dbpedia.org/resource/DJ_Fresh
273122,Organic Broccoli Bunch,PRODUCE UNBRANDED,Fresh Food,3.46,http://dbpedia.org/resource/DJ_Fresh
273139,Thomas' Limited Edition Maple French Toast English Muffins,Thomas & Friends,Breakfast Breads,3.47,http://dbpedia.org/resource/Breakfast
273156,Organic Russet Potatoes,Marketside,Fresh Food,6.48,http://dbpedia.org/resource/DJ_Fresh
273173,Gluten Free Blueberry Muffins,Udi's,Breakfast Breads,5.72,http://dbpedia.org/resource/Breakfast
273190,Chocolate Chip Mini Muffins,Great Value,Breakfast Breads,2.62,http://dbpedia.org/resource/Breakfast
273207,Blueberry Flavored Mini Muffins,Tastykake,Breakfast Breads,3.68,http://dbpedia.org/resource/Breakfast
273224,Grape Tomato,World Acc,Fresh Food,2.48,http://dbpedia.org/resource/DJ_Fresh
273241,Fresh Whole White Mushrooms,PRODUCE UNBRANDED,Fresh Food,1.88,http://dbpedia.org/resource/DJ_Fresh
273258,Glutino Gluten Free Original English Muffins,Ezekiel 4:9,Breakfast Breads,5.38,http://dbpedia.org/resource/Breakfast
273275,Fresh Whole White Mushrooms,PRODUCE UNBRANDED,Fresh Food,1.88,http://dbpedia.org/resource/DJ_Fresh
273292,Celery Hearts,PRODUCE UNBRANDED,Fresh Food,2.68,http://dbpedia.org/resource/DJ_Fresh
273309,Marketside Sweet Potato Cubes,Freshness Guaranteed,Fresh Food,3.18,http://dbpedia.org/resource/DJ_Fresh
273326,Romaine Lettuce Hearts,PRODUCE UNBRANDED,Fresh Food,3.34,http://dbpedia.org/resource/DJ_Fresh
273343,Sweet Potatoes Per Pound,PRODUCE UNBRANDED,Fresh Food,0.78,http://dbpedia.org/resource/DJ_Fresh
273360,Vegetable Tray with Buttermilk Ranch Dip,Marketside,Fresh Food,6.97,http://dbpedia.org/resource/DJ_Fresh
273377,Super Blend,Marketside,Fresh Food,3.12,http://dbpedia.org/resource/DJ_Fresh
273394,Fresh Ginger Root,PRODUCE UNBRANDED,Fresh Food,0.9,http://dbpedia.org/resource/DJ_Fresh
273411,Fresh Purple Eggplant,PRODUCE UNBRANDED,Fresh Food,1.9,http://dbpedia.org/resource/DJ_Fresh
273428,Bagged Radish,PRODUCE UNBRANDED,Fresh Food,1.78,http://dbpedia.org/resource/DJ_Fresh
273445,Birds Eye Steamfresh Broccoli Florets,Birdseye,Fresh Food,2.52,http://dbpedia.org/resource/DJ_Fresh
273462,Butter Lettuce,PRODUCE UNBRANDED,Fresh Food,2.48,http://dbpedia.org/resource/DJ_Fresh
273479,Jicama,PRODUCE UNBRANDED,Fresh Food,1.33,http://dbpedia.org/resource/DJ_Fresh
273496,Fresh Sliced White Mushrooms,PRODUCE UNBRANDED,Fresh Food,3.83,http://dbpedia.org/resource/DJ_Fresh
273513,Diced Mirepoix 10oz,PRODUCE UNBRANDED,Fresh Food,2.78,http://dbpedia.org/resource/DJ_Fresh
