index,PRODUCT_NAME,BRAND,CATEGORY,PRICE_CURRENT,DEDUCED_TYPE
545751,Gluten-free Yellow Tostadas Caseras Amarillas,Guerrero,Rolls & Buns,2.34,http://dbpedia.org/resource/Lobster_roll
545768,Soft Taco Flour Tortillas,Mission,Rolls & Buns,2.58,http://dbpedia.org/resource/Lobster_roll
545785,Jewish Rye Seedless Bread,Pepperidge Farm,Breakfast Breads,4.38,http://dbpedia.org/resource/Breakfast
545802,35 Calorie Potato Bread,Aunt Millie's,Breakfast Breads,3.12,http://dbpedia.org/resource/Breakfast
545819,Farmhouse Multigrain Bread,Pepperidge Farm,Breakfast Breads,3.84,http://dbpedia.org/resource/Breakfast
545836,Street Taco Flour Tortillas,Mission,Rolls & Buns,2.24,http://dbpedia.org/resource/Lobster_roll
545853,CarbCter Whole Wheat Wraps Tortillas,La Banderita,Rolls & Buns,3.98,http://dbpedia.org/resource/Lobster_roll
545870,100% Whole Wheat Round Top Bread Loaf,Great Value,Breakfast Breads,1.58,http://dbpedia.org/resource/Breakfast
545887,,Great Grains,Breakfast Breads,2.72,http://dbpedia.org/resource/Breakfast
545904,Flax,Joseph's,Rolls & Buns,3.26,http://dbpedia.org/resource/Lobster_roll
545921,Super Soft Burrito Flour Tortillas,Mission,Rolls & Buns,5.26,http://dbpedia.org/resource/Lobster_roll
545938,White Corn Tortillas 18 ct Bag,Guerrero,Rolls & Buns,1.68,http://dbpedia.org/resource/Lobster_roll
545955,Whole Wheat Soft Taco Flour Tortillas,Guerrero,Rolls & Buns,2.64,http://dbpedia.org/resource/Lobster_roll
545972,Romeros Food Products Romeros Tortillas,Romero's,Rolls & Buns,2.92,http://dbpedia.org/resource/Lobster_roll
545989,Hawaiian Tortillas   Tortillas,Sinaloa,Rolls & Buns,4.28,http://dbpedia.org/resource/Lobster_roll
546006,Carb Balance Soft Taco Flour Tortillas,Mission,Rolls & Buns,4.48,http://dbpedia.org/resource/Lobster_roll
546023,Street Taco Flour Tortillas,Mission,Rolls & Buns,2.24,http://dbpedia.org/resource/Lobster_roll
546040,White Corn Tortillas,La Banderita,Rolls & Buns,2.24,http://dbpedia.org/resource/Lobster_roll
546057,Gluten-free White Corn Tortillas,Mission,Rolls & Buns,3.94,http://dbpedia.org/resource/Lobster_roll
546074,Tea,Traditional Medicinals,Tea,4.98,http://dbpedia.org/resource/Tea
546091,White Bread Done Right Thin-Sliced,Dave's Killer Bread,Breakfast Breads,5.47,http://dbpedia.org/resource/Breakfast
546108,Thick Sliced Texas Toast,Great Value,Breakfast Breads,1.88,http://dbpedia.org/resource/Breakfast
546125,Jewish Rye Bread,Oroweat,Breakfast Breads,3.88,http://dbpedia.org/resource/Breakfast
546142,Whole Grains 100% Whole Wheat Bread,Oroweat,Breakfast Breads,5.88,http://dbpedia.org/resource/Breakfast
546159,Whole Wheat Pocket Pita,Sam's Choice,Rolls & Buns,3.36,http://dbpedia.org/resource/Lobster_roll
546176,"8"" Flour Tortilla 10ct",Great Value,Rolls & Buns,1.98,http://dbpedia.org/resource/Lobster_roll
546193,White Corn Tortillas,La Banderita,Rolls & Buns,2.24,http://dbpedia.org/resource/Lobster_roll
546210,Caseras Fajita Flour Tortillas,Guerrero,Rolls & Buns,2.64,http://dbpedia.org/resource/Lobster_roll
546227,Siete,Siete Family Foods,Rolls & Buns,9.96,http://dbpedia.org/resource/Lobster_roll
546244,Ole Mexican  Tortillas,La Banderita,Rolls & Buns,4.68,http://dbpedia.org/resource/Lobster_roll
546261,White Corn Tortillas 18 ct Bag,Guerrero,Rolls & Buns,1.68,http://dbpedia.org/resource/Lobster_roll
546278,Taqueria Style Mini Corn Tortillas,Guerrero,Rolls & Buns,2.98,http://dbpedia.org/resource/Lobster_roll
546295,Gluten-free White Corn Tortillas,Mission,Rolls & Buns,3.94,http://dbpedia.org/resource/Lobster_roll
546312,Tea,Traditional Medicinals,Tea,5.73,http://dbpedia.org/resource/Tea
546329,Ol Mexican Foods Xtreme Wellness! Spinach & Herbs Tortilla Wraps,Olé Mexican Foods,Rolls & Buns,4.28,http://dbpedia.org/resource/Lobster_roll
546346,Foldit 5 Grain Flax Flatbread,Flatout,Rolls & Buns,3.12,http://dbpedia.org/resource/Lobster_roll
546363,White Greek Style Pita,Sam's Choice,Rolls & Buns,3.42,http://dbpedia.org/resource/Lobster_roll
546380,Tea,Traditional Medicinals,Tea,4.98,http://dbpedia.org/resource/Tea
546397,Flax,Joseph's,Rolls & Buns,3.26,http://dbpedia.org/resource/Lobster_roll
546414,Restaurant Style Grande Flour Tortillas,Old El Paso,Rolls & Buns,3.24,http://dbpedia.org/resource/Lobster_roll
546431,Gluten-free Yellow Corn Tortillas,Mission,Rolls & Buns,2.24,http://dbpedia.org/resource/Lobster_roll
546448,Tea,Traditional Medicinals,Tea,4.98,http://dbpedia.org/resource/Tea
546465,Tea,Traditional Medicinals,Tea,4.98,http://dbpedia.org/resource/Tea
546482,Whole Wheat Soft Taco Flour Tortillas,Guerrero,Rolls & Buns,2.64,http://dbpedia.org/resource/Lobster_roll
546499,Caseras Soft Taco Flour Tortillas,Guerrero,Rolls & Buns,4.88,http://dbpedia.org/resource/Lobster_roll
546516,Tea,Traditional Medicinals,Tea,4.98,http://dbpedia.org/resource/Tea
546533,Caffeine Free Lemon Ginger Herbal Tea Bags,Traditional Medicinals,Tea,4.98,http://dbpedia.org/resource/Tea
546550,Tea,Traditional Medicinals,Tea,4.98,http://dbpedia.org/resource/Tea
546567,Super Soft Burrito Flour Tortillas,Mission,Rolls & Buns,5.26,http://dbpedia.org/resource/Lobster_roll
546584,Soft Taco Flour Tortillas,Mission,Rolls & Buns,4.52,http://dbpedia.org/resource/Lobster_roll
546601,of London Lemon & Ginger Herbal Tea Bags,Twinings,Tea,3.32,http://dbpedia.org/resource/Tea
546618,of London Irish Breakfast 100% Pure Black Tea Bags,Twinings,Tea,6.54,http://dbpedia.org/resource/Tea
546635,Garden Spinach Herb Wraps,Mission,Rolls & Buns,3.52,http://dbpedia.org/resource/Lobster_roll
546652,Extra Thin Yellow Corn Tortillas,Mission,Rolls & Buns,1.98,http://dbpedia.org/resource/Lobster_roll
546669,of London Irish Breakfast 100% Pure Black Tea Bags,Twinings,Tea,6.54,http://dbpedia.org/resource/Tea
546686,Cold Infuse Watermelon & Mint Flavoured Cold Water Enhancer,Twinings,Tea,4.84,http://dbpedia.org/resource/Tea
546703,Carb Balance Fajita Flour Tortillas,Mission,Rolls & Buns,3.28,http://dbpedia.org/resource/Lobster_roll
546720,Cold Infuse Watermelon & Mint Flavoured Cold Water Enhancer,Twinings,Tea,4.84,http://dbpedia.org/resource/Tea
546737,Soft Taco Whole Wheat Tortillas,Mission,Rolls & Buns,2.88,http://dbpedia.org/resource/Lobster_roll
546754,of London Pure Peppermint Herbal Tea Bags,Twinings,Tea,3.32,http://dbpedia.org/resource/Tea
546771,Soft Taco Flour Tortillas,Mission,Rolls & Buns,2.58,http://dbpedia.org/resource/Lobster_roll
546788,Burrito Grande Extra Large Flour Tortillas,La Banderita,Rolls & Buns,3.28,http://dbpedia.org/resource/Lobster_roll
546805,CHI-CHI'S 6 Inch Soft Taco Flour Tortilla,Chi-Chi's,Rolls & Buns,1.68,http://dbpedia.org/resource/Lobster_roll
546822,CHI-CHI'S 6 Inch Soft Taco Flour Tortilla,Chi-Chi's,Rolls & Buns,1.68,http://dbpedia.org/resource/Lobster_roll
546839,Fajita Grande Flour Tortillas,Mission,Rolls & Buns,2.12,http://dbpedia.org/resource/Lobster_roll
546856,Ol Mexican Foods Xtreme Wellness! High Fiber Carb Lean Tortilla Wraps,Olé Mexican Foods,Rolls & Buns,4.28,http://dbpedia.org/resource/Lobster_roll
546873,"8"" Flour Tortilla 10ct",Great Value,Rolls & Buns,1.98,http://dbpedia.org/resource/Lobster_roll
546890,White Greek Style Pita,Sam's Choice,Rolls & Buns,3.42,http://dbpedia.org/resource/Lobster_roll
546907,Bread Classic White Sandwich Bread,Wonder,Sliced Bread,2.72,http://dbpedia.org/resource/Sliced
546924,Cinnamon Swirl Raisin Bread,Sun-Maid,Sliced Bread,4.12,http://dbpedia.org/resource/Sliced
546941,Spring Roll Wrappers,Blue Dragon,Rolls & Buns,2.72,http://dbpedia.org/resource/Lobster_roll
546958,Gluten-free Estilo Tostada Caseras,Mission,Rolls & Buns,2.34,http://dbpedia.org/resource/Lobster_roll
546975,Gluten-free White Corn Tortillas,Mission,Rolls & Buns,3.94,http://dbpedia.org/resource/Lobster_roll
546992,White Bread Done Right,Dave's Killer Bread,Sliced Bread,5.98,http://dbpedia.org/resource/Sliced
547009,Farmhouse Honey White Bread,Pepperidge Farm,Sliced Bread,3.84,http://dbpedia.org/resource/Sliced
547026,Organic Breathe Easy Herbal Tea Bags,Traditional Medicinals,Tea,4.98,http://dbpedia.org/resource/Tea
547043,Gluten Free Classic White Bread,Sam's Choice,Sliced Bread,6.74,http://dbpedia.org/resource/Sliced
547060,Tea,Traditional Medicinals,Tea,4.98,http://dbpedia.org/resource/Tea
547077,Cinnamon Swirl Raisin Bread,Sun-Maid,Sliced Bread,4.12,http://dbpedia.org/resource/Sliced
547094,Tea,Traditional Medicinals,Tea,4.98,http://dbpedia.org/resource/Tea
547111,Tea,Traditional Medicinals,Tea,4.98,http://dbpedia.org/resource/Tea
547128,Tea,Traditional Medicinals,Tea,4.98,http://dbpedia.org/resource/Tea
547145,Caffeine Free Lemon Ginger Herbal Tea Bags,Traditional Medicinals,Tea,4.98,http://dbpedia.org/resource/Tea
547162,Tea,Traditional Medicinals,Tea,4.98,http://dbpedia.org/resource/Tea
547179,Butter Bread Sandwich Bread,Sara Lee,Sliced Bread,2.48,http://dbpedia.org/resource/Sliced
547196,Gluten Free Delicious Soft White Sandwich Bread,Udi's,Sliced Bread,5.36,http://dbpedia.org/resource/Sliced
547213,Tea,Traditional Medicinals,Tea,4.98,http://dbpedia.org/resource/Tea
547230,Martin's Sandwich Potato Bread Loaf,Martin's Snacks,Sliced Bread,4.0,http://dbpedia.org/resource/Sliced
547247,Soft White Bread,Bimbo,Sliced Bread,2.34,http://dbpedia.org/resource/Sliced
547264,of London 100% Pure Black Tea,Twinings,Tea,6.54,http://dbpedia.org/resource/Tea
547281,of London 100% Pure Black Tea,Twinings,Tea,6.54,http://dbpedia.org/resource/Tea
547298,Gluten Free Delicious Soft White Sandwich Bread,Udi's,Sliced Bread,5.72,http://dbpedia.org/resource/Sliced
547315,Cold Infuse Watermelon & Mint Flavoured Cold Water Enhancer,Twinings,Tea,5.28,http://dbpedia.org/resource/Tea
547332,White Bread Done Right Thin-Sliced,Dave's Killer Bread,Sliced Bread,5.47,http://dbpedia.org/resource/Sliced
547349,Very Thin White Bread,Pepperidge Farm,Sliced Bread,4.78,http://dbpedia.org/resource/Sliced
547366,Cinnamon Swirl Raisin Bread,Sun-Maid,Sliced Bread,4.12,http://dbpedia.org/resource/Sliced
547383,Gluten Free Delicious Soft White Sandwich Bread,Udi's,Sliced Bread,6.1,http://dbpedia.org/resource/Sliced
547400,Cold Infuse Lemon & Ginger Flavoured Cold Water Enhancer,Twinings,Tea,4.84,http://dbpedia.org/resource/Tea
547417,Honey Wheat,Nature's Own,Sliced Bread,3.34,http://dbpedia.org/resource/Sliced
547434,100% Whole Wheat Round Top Bread Loaf,Great Value,Sliced Bread,1.58,http://dbpedia.org/resource/Sliced
547451,Honey Wheat Bread,Butternut,Sliced Bread,2.48,http://dbpedia.org/resource/Sliced
547468,100% Whole Wheat Sandwich Bread,Sara Lee,Sliced Bread,2.48,http://dbpedia.org/resource/Sliced
547485,Light Style Whole Wheat Bread,Pepperidge Farm,Sliced Bread,4.98,http://dbpedia.org/resource/Sliced
547502,Artesano Golden Wheat Artisan Bread,Sara Lee,Sliced Bread,3.28,http://dbpedia.org/resource/Sliced
547519,of London French Vanilla Chai Tea Bags,Twinings,Tea,3.32,http://dbpedia.org/resource/Tea
547536,Honey Wheat,Nature's Own,Sliced Bread,3.34,http://dbpedia.org/resource/Sliced
547553,Artesano Golden Wheat Artisan Bread,Sara Lee,Sliced Bread,3.28,http://dbpedia.org/resource/Sliced
547570,Cold Infuse Lemon & Ginger Flavoured Cold Water Enhancer,Twinings,Tea,4.84,http://dbpedia.org/resource/Tea
547587,Honey Wheat,Nature's Own,Sliced Bread,3.34,http://dbpedia.org/resource/Sliced
547604,of London Decaffeinated English Breakfast Black Tea Bags,Twinings,Tea,3.32,http://dbpedia.org/resource/Tea
547621,Healthy Life 100% Whole Wheat Bread,Lewis Bake Shop,Sliced Bread,2.52,http://dbpedia.org/resource/Sliced
547638,Round Top Wheat Bread,Great Value,Sliced Bread,1.41,http://dbpedia.org/resource/Sliced
547655,100% Whole Wheat All Whole Grain Bread,Butternut,Sliced Bread,2.38,http://dbpedia.org/resource/Sliced
547672,of London Lady Grey Black Tea Bags,Twinings,Tea,3.32,http://dbpedia.org/resource/Tea
547689,Sandwich White Bread,Sara Lee,Sliced Bread,2.42,http://dbpedia.org/resource/Sliced
547706,Artesano Original Artisan Bread,Sara Lee,Sliced Bread,3.28,http://dbpedia.org/resource/Sliced
547723,Mother's Soft Giant White Bread,Mothers,Sliced Bread,2.54,http://dbpedia.org/resource/Sliced
547740,Country White Gluten Free Bread,Canyon Bakehouse,Sliced Bread,5.74,http://dbpedia.org/resource/Sliced
547757,White Made With Whole Grain Sandwich Bread,Sara Lee,Sliced Bread,2.94,http://dbpedia.org/resource/Sliced
547774,Bread Giant White Sandwich Bread,Wonder,Sliced Bread,3.16,http://dbpedia.org/resource/Sliced
547791,Kava Stress Relief,Yogi Tea,Tea,3.98,http://dbpedia.org/resource/Tea
547808,White Sandwich Bread,Great Value,Sliced Bread,1.0,http://dbpedia.org/resource/Sliced
547825,Gluten Free Artisan Baker White Bread,Schar,Sliced Bread,5.54,http://dbpedia.org/resource/Sliced
547842,Italian White Seedless Bread,Pepperidge Farm,Sliced Bread,3.38,http://dbpedia.org/resource/Sliced
547859,Kava Stress Relief,Yogi Tea,Tea,3.98,http://dbpedia.org/resource/Tea
547876,White Bread Done Right Thin-Sliced,Dave's Killer Bread,Sliced Bread,5.47,http://dbpedia.org/resource/Sliced
547893,Soft White Bread,Bimbo,Sliced Bread,2.34,http://dbpedia.org/resource/Sliced
547910,White Bread Done Right,Dave's Killer Bread,Sliced Bread,5.98,http://dbpedia.org/resource/Sliced
547927,Vanilla Spice Perfect Energy,Yogi Tea,Tea,3.98,http://dbpedia.org/resource/Tea
547944,Farmhouse Potato Bread,Pepperidge Farm,Sliced Bread,3.84,http://dbpedia.org/resource/Sliced
547961,Soothing Caramel Bedtime,Yogi Tea,Tea,5.29,http://dbpedia.org/resource/Tea
547978,Gluten Free Delicious Soft White Sandwich Bread,Udi's,Sliced Bread,5.36,http://dbpedia.org/resource/Sliced
547995,White Sandwich Bread,Pepperidge Farm,Sliced Bread,4.78,http://dbpedia.org/resource/Sliced
548012,Ginger,Yogi Tea,Tea,3.98,http://dbpedia.org/resource/Tea
548029,Perfectly Crafted White Bread,Nature's Own,Sliced Bread,3.24,http://dbpedia.org/resource/Sliced
548046,Green Tea Blueberry Slim Life,Yogi Tea,Tea,3.98,http://dbpedia.org/resource/Tea
548063,White Round Top Bread Loaf,Great Value,Sliced Bread,1.0,http://dbpedia.org/resource/Sliced
548080,White Bread Done Right,Dave's Killer Bread,Sliced Bread,5.98,http://dbpedia.org/resource/Sliced
548097,Mango Ginger,Yogi Tea,Tea,7.82,http://dbpedia.org/resource/Tea
548114,Soft White Bread,Bimbo,Sliced Bread,2.34,http://dbpedia.org/resource/Sliced
548131,Stonyfield Organic YoBaby Apple & Blueberry Baby Yogurt with Probiotics,Stonyfield Farm,Dairy & Eggs,4.33,http://dbpedia.org/resource/Dairy
548148,Original Cherry Orchard Low Fat Yogurt,Yoplait,Dairy & Eggs,0.64,http://dbpedia.org/resource/Dairy
548165,Flip Low-Fat Greek Yogurt,Chobani,Dairy & Eggs,1.38,http://dbpedia.org/resource/Dairy
548182,Whole Grain Brioche Buns,Marketside,Sliced Bread,4.48,http://dbpedia.org/resource/Sliced
548199,Light Style Whole Wheat Bread,Pepperidge Farm,Sliced Bread,4.98,http://dbpedia.org/resource/Sliced
548216,Strawberry Explosion & Mixed Berry Variety Pack Smoothies,Danimals,Dairy & Eggs,5.37,http://dbpedia.org/resource/Dairy
548233,Lowfat Yogurt Tubes. Blueberry & Strawberry,Great Value,Dairy & Eggs,1.64,http://dbpedia.org/resource/Dairy
548250,Wheat Bread,Extraordinary Bites,Sliced Bread,5.94,http://dbpedia.org/resource/Sliced
548267,Light + Fit Nonfat Gluten-Free Banana Cream Greek Yogurt,Light & Fit,Dairy & Eggs,1.12,http://dbpedia.org/resource/Dairy
548284,Triple Zero Strawberry Greek Yogurt,Oikos,Dairy & Eggs,3.88,http://dbpedia.org/resource/Dairy
548301,Light + Fit Nonfat Gluten-Free Strawberry Cheesecake Greek Yogurt,Light & Fit,Dairy & Eggs,1.12,http://dbpedia.org/resource/Dairy
548318,Whole Grain Brioche Buns,Marketside,Sliced Bread,4.48,http://dbpedia.org/resource/Sliced
548335,Light + Fit Nonfat Gluten-Free Seasonal Greek Yogurt,Light & Fit,Dairy & Eggs,1.12,http://dbpedia.org/resource/Dairy
548352,Light + Fit Nonfat Gluten-Free Strawberry Greek Yogurt,Light & Fit,Dairy & Eggs,3.88,http://dbpedia.org/resource/Dairy
548369,100% Whole Wheat Sandwich Bread,Sara Lee,Sliced Bread,2.48,http://dbpedia.org/resource/Sliced
548386,Light Vanilla Nonfat Yogurt,Great Value,Dairy & Eggs,1.96,http://dbpedia.org/resource/Dairy
548403,100% Whole Wheat Round Top Bread Loaf,Great Value,Sliced Bread,1.58,http://dbpedia.org/resource/Sliced
548420,Wheat Bread,Extraordinary Bites,Sliced Bread,6.9,http://dbpedia.org/resource/Sliced
548437,Whole Grain Thin Sliced 100% Whole Wheat Bread,Pepperidge Farm,Sliced Bread,3.78,http://dbpedia.org/resource/Sliced
548454,Oui by Yoplait,General Mills,Dairy & Eggs,1.34,http://dbpedia.org/resource/Dairy
548471,Vanilla Greek Yogurt Bar,Clio,Dairy & Eggs,1.0,http://dbpedia.org/resource/Dairy
548488,Wheat Bread,Extraordinary Bites,Sliced Bread,6.9,http://dbpedia.org/resource/Sliced
548505,Mother's Split Top Wheat Bread,Mothers,Sliced Bread,2.54,http://dbpedia.org/resource/Sliced
548522,Honey Wheat Sandwich Bread,Sara Lee,Sliced Bread,3.14,http://dbpedia.org/resource/Sliced
548539,DanActive Probiotic Dailies Blueberry & Strawberry Dairy Drink,Dannon,Dairy & Eggs,4.86,http://dbpedia.org/resource/Dairy
548556,Light + Fit Strawberry/Blueberry Variety Pack Greek Yogurt,Dannon,Dairy & Eggs,3.88,http://dbpedia.org/resource/Dairy
548573,Honey Wheat,Nature's Own,Sliced Bread,3.34,http://dbpedia.org/resource/Sliced
548590,Honey Lavender Stress Relief,Yogi Tea,Tea,3.98,http://dbpedia.org/resource/Tea
548607,Mango Ginger,Yogi Tea,Tea,7.82,http://dbpedia.org/resource/Tea
548624,Light Boston Cream Pie Fat Free Yogurt,Yoplait,Dairy & Eggs,0.64,http://dbpedia.org/resource/Dairy
548641,Strawberry Explosion & Banana Split Variety Pack Smoothies,Danimals,Dairy & Eggs,5.37,http://dbpedia.org/resource/Dairy
548658,Green Tea Blueberry Slim Life,Yogi Tea,Tea,3.98,http://dbpedia.org/resource/Tea
548675,Original Mixed Berry Low Fat Yogurt,Yoplait,Dairy & Eggs,0.64,http://dbpedia.org/resource/Dairy
548692,Key Lime Low-Fat Original Yogurt,Great Value,Dairy & Eggs,1.96,http://dbpedia.org/resource/Dairy
548709,Throat Comfort,Yogi Tea,Tea,4.58,http://dbpedia.org/resource/Tea
548726,Non-Fat Greek Yogurt,Chobani,Dairy & Eggs,4.37,http://dbpedia.org/resource/Dairy
548743,Triple Zero Strawberry Greek Yogurt,Oikos,Dairy & Eggs,3.88,http://dbpedia.org/resource/Dairy
548760,Throat Comfort,Yogi Tea,Tea,5.29,http://dbpedia.org/resource/Tea
548777,Strawberry Explosion & Strikin Strawberry Kiwi Variety Pack Smoothies,Danimals,Dairy & Eggs,5.37,http://dbpedia.org/resource/Dairy
548794,Light + Fit Strawberry/Blueberry Variety Pack Greek Yogurt,Light & Fit,Dairy & Eggs,4.97,http://dbpedia.org/resource/Dairy
548811,Original Peach Lowfat Yogurt,Great Value,Dairy & Eggs,0.58,http://dbpedia.org/resource/Dairy
548828,Blackberry Apple Cider Digestive Awakening,Yogi Tea,Tea,3.98,http://dbpedia.org/resource/Tea
548845,Sweet Clementine Stress Support,Yogi Tea,Tea,3.98,http://dbpedia.org/resource/Tea
548862,2% Greek Yogurt,Chobani,Dairy & Eggs,4.37,http://dbpedia.org/resource/Dairy
548879,Yoplait Go-Gurt,Go-GURT,Dairy & Eggs,3.36,http://dbpedia.org/resource/Dairy
548896,Strawberry Soy Milk Yogurt Alternative,Silk,Dairy & Eggs,1.52,http://dbpedia.org/resource/Dairy
548913,Two Good Vanilla Low Fat Lower Sugar Gluten Free Greek Yogurt,Light & Fit,Dairy & Eggs,4.63,http://dbpedia.org/resource/Dairy
548930,Danimals Strawberry Explosion Squeezable Yogurt,Dannon,Dairy & Eggs,4.12,http://dbpedia.org/resource/Dairy
548947,Cocomelon Strawberry Gelatin Yogurt,Great Value,Dairy & Eggs,0.66,http://dbpedia.org/resource/Dairy
548964,Go-GURT,Yoplait,Dairy & Eggs,4.47,http://dbpedia.org/resource/Dairy
548981,Greek Yogurt Strawberry Banana On The Bottom,Chobani,Dairy & Eggs,4.37,http://dbpedia.org/resource/Dairy
548998,Pro 2% Milk Fat Plain Cultured Ultra-Filtered Yogurt,Oikos,Dairy & Eggs,5.98,http://dbpedia.org/resource/Dairy
549015,Light + Fit Strawberry/Blueberry Variety Pack Greek Yogurt,Dannon,Dairy & Eggs,3.88,http://dbpedia.org/resource/Dairy
549032,Organic Snack Fruit Pouches,Slammers,Dairy & Eggs,4.68,http://dbpedia.org/resource/Dairy
549049,Vanilla Spice Perfect Energy,Yogi Tea,Tea,3.98,http://dbpedia.org/resource/Tea
549066,Spicy Hibiscus Blossom Positive Energy,Yogi Tea,Tea,3.98,http://dbpedia.org/resource/Tea
549083,Green Tea Kombucha,Yogi Tea,Tea,3.98,http://dbpedia.org/resource/Tea
549100,Original Cherry Lowfat Yogurt,Great Value,Dairy & Eggs,1.96,http://dbpedia.org/resource/Dairy
549117,Low Fat Vanilla with OREO and M&Ms Variety Pack Yogurt,YoCrunch,Dairy & Eggs,6.27,http://dbpedia.org/resource/Dairy
549134,Original Low Fat Yogurt Pack,Yoplait,Dairy & Eggs,4.36,http://dbpedia.org/resource/Dairy
549151,Greek Plain Nonfat Yogurt,Great Value,Dairy & Eggs,3.54,http://dbpedia.org/resource/Dairy
549168,Original Mixed Berry Lowfat Yogurt,Great Value,Dairy & Eggs,1.96,http://dbpedia.org/resource/Dairy
549185,Probiotic Dailies Strawberry & Blueberry Yogurt Drink,Activia,Dairy & Eggs,4.86,http://dbpedia.org/resource/Dairy
549202,Lowfat Yogurt Tubes. Blueberry & Strawberry,Great Value,Dairy & Eggs,1.64,http://dbpedia.org/resource/Dairy
549219,Vanilla Low Fat Kids Yogurt & Lucky Charms Cereal Snack,Yoplait,Dairy & Eggs,1.12,http://dbpedia.org/resource/Dairy
549236,Vanilla Low Fat Kids Yogurt & Cocoa Puffs Cereal Snack,Yoplait,Dairy & Eggs,1.12,http://dbpedia.org/resource/Dairy
549253,Lifeway Lowfat Milk Strawberry Kefir,LIFEWAY,Dairy & Eggs,3.24,http://dbpedia.org/resource/Dairy
549270,Low Fat Probiotic Black Cherry Yogurt,Activia,Dairy & Eggs,2.78,http://dbpedia.org/resource/Dairy
549287,2% Greek Yogurt,Chobani,Dairy & Eggs,4.37,http://dbpedia.org/resource/Dairy
549304,Original Mountain Blueberry Low Fat Yogurt,Yoplait,Dairy & Eggs,0.64,http://dbpedia.org/resource/Dairy
549321,Triple Zero Variety Pack Greek Yogurt,Oikos,Dairy & Eggs,4.97,http://dbpedia.org/resource/Dairy
549338,Cherry Low Fat Lower Sugar Gluten Free Greek Yogurt,Two Good,Dairy & Eggs,1.28,http://dbpedia.org/resource/Dairy
549355,Noosa Yoghurt Whole Milk Yogurt Blueberry 8 oz,noosa,Dairy & Eggs,1.98,http://dbpedia.org/resource/Dairy
549372,Oui by Yoplait French Style Yogurt,General Mills,Dairy & Eggs,1.34,http://dbpedia.org/resource/Dairy
549389,Peach Parfait Breakfast Smoothie Fruit Drink,Bolthouse Farms,Dairy & Eggs,2.18,http://dbpedia.org/resource/Dairy
549406,Bio Salud Original Cultured Dairy Beverage,El Viajero,Dairy & Eggs,1.12,http://dbpedia.org/resource/Dairy
549423,Non-Fat Mango on the Bottom Greek Yogurt,Chobani,Dairy & Eggs,1.22,http://dbpedia.org/resource/Dairy
549440,Yoplait Go-Gurt,Go-GURT,Dairy & Eggs,6.98,http://dbpedia.org/resource/Dairy
549457,Oikos Triple Zero Banana Crme Greek Yogurt,Dannon,Dairy & Eggs,1.06,http://dbpedia.org/resource/Dairy
549474,Oui by Yoplait French Style Yogurt,General Mills,Dairy & Eggs,1.34,http://dbpedia.org/resource/Dairy
549491,Swingin Strawberry Banana Squeezable Yogurt,Danimals,Dairy & Eggs,4.12,http://dbpedia.org/resource/Dairy
549508,Stonyfield Organic Greek Nonfat Yogurt,Stonyfield Farm,Dairy & Eggs,6.84,http://dbpedia.org/resource/Dairy
549525,Strawberry Granola Yogurt Parfait,PRODUCE UNBRANDED,Dairy & Eggs,3.97,http://dbpedia.org/resource/Dairy
549542,Blended Plain Greek Nonfat Yogurt,Oikos,Dairy & Eggs,5.24,http://dbpedia.org/resource/Dairy
549559,Dairy Free Raspberry Coconutmilk Yogurt,So Delicious,Dairy & Eggs,1.58,http://dbpedia.org/resource/Dairy
549576,(10 Pack) GoGo Squeez Yogurtz Blueberry and Berry Pouch,GoGo squeeZ,Dairy & Eggs,7.78,http://dbpedia.org/resource/Dairy
549593,Flip Low-Fat Greek Yogurt,Chobani,Dairy & Eggs,1.38,http://dbpedia.org/resource/Dairy
549610,Whips! Lowfat Yogurt Mousse,Yoplait,Dairy & Eggs,0.64,http://dbpedia.org/resource/Dairy
549627,Original Strawberry Banana Low Fat Yogurt,Yoplait,Dairy & Eggs,0.64,http://dbpedia.org/resource/Dairy
549644,Low Fat Kids Yogurt,Yoplait,Dairy & Eggs,3.98,http://dbpedia.org/resource/Dairy
549661,Probiotic Peach & Strawberry Variety Pack Yogurt,Activia,Dairy & Eggs,6.87,http://dbpedia.org/resource/Dairy
549678,Oui by Yoplait,OUI,Dairy & Eggs,1.34,http://dbpedia.org/resource/Dairy
549695,Light + Fit Nonfat Peanut Butter Delight Crunch Greek Yogurt,Light & Fit,Dairy & Eggs,1.12,http://dbpedia.org/resource/Dairy
549712,Probiotic Peach & Black Cherry Variety Pack Yogurt,Activia,Dairy & Eggs,6.87,http://dbpedia.org/resource/Dairy
549729,Triple Zero Peach Greek Yogurt,Oikos,Dairy & Eggs,1.06,http://dbpedia.org/resource/Dairy
549746,Original Peach Lowfat Yogurt,Great Value,Dairy & Eggs,0.58,http://dbpedia.org/resource/Dairy
549763,Vanilla Low Fat Lower Sugar Gluten Free Greek Yogurt,Two Good,Dairy & Eggs,1.28,http://dbpedia.org/resource/Dairy
549780,Dairy-Free Key Lime Coconutmilk Yogurt,So Delicious,Dairy & Eggs,1.58,http://dbpedia.org/resource/Dairy
549797,Peach Mango Soy Milk Yogurt Alternative,Silk,Dairy & Eggs,1.52,http://dbpedia.org/resource/Dairy
